area,opportunity
42200,12.872113433163292
41884,14.490907387103727
23460,12.984709480122325
45820,13.942439956331878
47020,13.336682692307692
34820,13.534412477881906
20740,13.850250948708533
20500,16.257148224043714
72400,13.638857328355787
48660,13.595474790664529
2800003,12.554544252759602
2800002,12.173048780487806
13140,12.90610259252417
75550,14.066103814884302
37340,14.39468832527779
48260,12.90765306122449
32420,11.847013888888888
42100,13.225779737577973
27780,14.796924217157681
41100,13.76543763494436
24580,13.347103230337078
22020,14.42661854768154
36780,12.068339138006095
74854,13.981169890468422
10540,12.04717467760844
38060,14.34234632714646
18580,14.434154607563613
27900,12.48280296142356
33780,11.415145334013259
5600001,13.985685432971472
3700003,13.578538383125538
10180,13.888195747342088
76600,14.005904150197628
13740,13.705573580533024
20020,13.012703816520338
38660,11.973813341885824
2400001,12.786819241364697
2400002,11.280526810912512
44100,13.654200338282278
11020,13.780330407847186
3600001,14.348944004446297
19500,11.413149784261352
21820,12.398705501618123
29940,11.888282828282827
5600004,12.564241001564945
39540,12.343181208053691
41620,13.529062596588316
3700004,13.740397456279808
36220,12.89605708400765
41740,13.937921016206241
25420,14.198038355477562
4200001,14.049725292482709
33874,14.757826932663454
4200002,13.301611403780601
46060,14.784567333166011
17420,9.038017592791247
42034,13.974422146568715
22140,13.919488109633212
26980,14.379311486262827
16060,11.954534995206137
5600002,13.162567990769737
3700002,13.456044416509533
46140,13.39138945959048
43524,15.377814854312154
49660,14.107304588425178
1900002,12.51738879677024
39900,12.989756740224909
40380,14.540539748872268
47664,13.722144396551725
31020,11.836038052602126
40660,13.297777777777778
48900,14.526171335769387
5100004,12.328538066324148
23104,13.457385708895483
5100001,13.250079961618423
5100003,12.611178492015362
5100002,13.500398812836208
26820,13.09621734252284
45460,12.460519166918202
12100,14.409543469630806
14540,12.509536368684065
24500,13.842617449664429
45540,12.265177502991623
46700,13.575005823433496
72104,14.65627221940071
35100,13.764489700374531
43620,14.21813676244056
3100003,12.067006839648247
46660,12.760503720663996
48620,13.093767257054347
48540,14.364111164350742
14010,13.3053964023984
26300,13.821848501978518
15260,12.64759869248177
35084,14.206444565339412
27180,13.04705974596205
44700,12.35114992977528
27740,14.084284617353468
28940,13.548369124532448
23060,13.324251002594952
42140,14.142359423108086
48424,14.230519601689597
4000004,13.226831730198313
41060,13.208908186164503
10500,12.767885969431564
30980,13.138341860707946
32820,13.194471516045267
29340,13.407886004294358
26580,14.95531493060851
7200001,7.915104166666667
2700002,13.55612461647392
2700003,14.08633216583856
44220,13.043516209476309
44060,14.447388472954415
74804,14.598367589716476
41540,14.000019349845202
41660,13.31248133134201
38940,14.201220760233918
14260,13.820442660008773
29460,12.917994615784254
40340,17.209805461048592
41140,11.750698904420098
29740,14.701862117981522
15940,14.212324727688511
25180,13.531092933872081
76450,13.127141057934509
43580,12.169952063603414
2000004,12.896119277614448
0800003,13.518811365018681
0800002,13.842291993720565
0800001,12.86793324392788
30300,12.030595874713521
16020,13.735294117647058
24540,12.08651743883394
16300,13.25669617762788
15500,12.948809322749536
28020,13.701631906330041
14740,13.347651406771579
1900001,13.204145231499803
11100,13.388892739559868
24260,11.541487042867523
1900004,12.3479652432102
3700001,13.509067085953879
37100,12.953350670134027
49020,13.10054721977052
43100,11.315299711326201
1900003,12.702752835538753
15980,14.289432031655942
34100,10.813500118008024
17020,14.06101557210562
4700004,11.63828189532177
17780,11.735211136023917
12420,14.220254895865713
1700003,12.23134429564333
16940,13.367268324895443
27060,12.902372010278711
12580,14.837030640502634
17140,14.129985804174341
15180,17.384851787271142
16860,13.205835789473685
5300001,13.592677529672098
4200003,13.402674701342637
79600,14.673583273251623
45104,14.033214310719037
4900002,11.633775159548355
35614,15.714014921475508
30780,14.7564508083683
22220,12.636085967997941
31084,13.295284997050162
10780,14.20891834396989
34620,12.797460458899533
27980,12.62205882352941
34740,12.135337243401759
22380,12.725645135438372
20100,13.065801886792453
26420,13.947151779052058
3300001,13.124676724137931
3300003,13.921841941505912
3300002,14.211243276789409
13980,11.737788683602771
3300004,12.115443817342227
41980,12.16036174171939
38300,14.954691469093989
31740,13.044368059227923
33140,11.46517746339042
26900,13.928706714755908
1800003,11.323527525387494
41500,10.530247512739626
30140,12.710498147385756
19340,13.028376210235132
3100002,12.768830322220152
3100001,13.314643030597377
38900,14.10449640446464
35660,11.395652884458245
71950,14.238606627829242
73050,12.938888888888888
40900,14.178990547334523
30460,13.309125616220022
4600003,13.429084645669292
47300,10.432502396931927
11500,11.408942891859052
29700,13.657246747925843
71654,15.629170341037032
33700,12.631047685346328
36140,13.787077483099324
15804,14.357598484555611
33660,13.332601536772778
44300,12.513951447791753
30860,11.852540801186944
5600003,13.340008335069806
4400001,4.519607843137255
16180,12.21861969805895
12020,13.121393215018713
48700,12.945869056897896
16220,13.420127952755905
25020,9.740180995475113
24220,13.422466081404629
5500001,11.658867147270854
5500003,12.030674787779963
5500002,12.939132796681317
5500004,12.135031073648118
29820,13.483657608347052
29420,12.91255355612682
15380,14.282463271481172
78700,13.65184318314804
3200001,11.93662664829758
34060,13.466177159818779
21780,13.433037056401542
16820,14.838935600110876
27620,12.691183809259773
37860,13.884188886873451
47580,11.883343023255813
36084,14.002690115646384
21140,8.553254951471633
42700,13.158562874251498
74204,15.295286448539551
13460,13.943332889303317
24860,12.739710708335437
40580,12.584618208516886
31140,13.371556597912525
11640,10.972532188841202
13780,13.740750564888495
4700002,10.527651056698632
4700003,12.481953828828829
4700001,11.894678198535141
23580,12.385048448423893
13820,13.888523583036068
24020,13.972801397786837
3900004,14.591894487483193
19124,13.986921041477196
5000002,13.313339058251037
35004,14.888316787038693
38220,12.201139322916667
